Candidate,Gender,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?
Rick Trevi̱o,Male,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,None,-0.63,17.379999,No,Nonwhite,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,,No,
Jan McDowell,Female,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-12.78,52.470001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
John Biggan,Male,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,21.52,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Josh Imhoff,Male,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,6.02,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Todd Allen,Male,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,20,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Chetan Panda,Male,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,9.04,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,No,,,
Chris Perri,Male,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Lost,None,-19.23,32.790001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,
Julie Oliver,Female,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-19.23,26.440001,Yes,White,No,No,No,No,No,No,,,Yes,,,,No,,,No,,,
Kathi Thomas,Female,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,21.16,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,
West Hansen,Male,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,10.57,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,
Linsey Fagan,Female,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.629999,52.66,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,,
Will Fisher,Male,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Lost,None,None,-31.629999,47.34,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,,
Eric Holguin,Male,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-25.809999,23.299999,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,Yes,,,,,,
Raul (Roy) Barrera,Male,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,None,-25.809999,41.23,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,
Ronnie McDonald,Male,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809999,16.389999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Vanessa Edwards Foster,Female,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809999,19.08,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,
Augustine Reyes,Male,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.8299999,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,,,,,
Dominique Garcia,Female,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.5799999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,,
Hector Morales,Male,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,3.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,Yes,Yes,,,,,
Pedro Valencia,Male,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,1.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,
Roel Garcia,Male,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,6.5900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,
Sylvia Garcia,Female,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,None,On the Ballot,39.970001,63.259998,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,No,,,,,,
Tahir Javed,Male,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,20.67,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,No,,,,,,
Adam Bell,Male,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,17.959999,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,
Lorie Burch,Female,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-20.709999,49.610001,Yes,White,No,Yes,No,No,No,No,,,No,,,,,Yes,,,,,
Medrick Yhap,Male,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,3.76,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,No,,,,,
Sam Johnson,Male,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,None,-20.709999,28.68,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,
Christine Mann,Female,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,None,-17.379999,33.509998,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,
Kent Lester,Male,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379999,10.32,No,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,
M.J. Hegar,Female,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-17.379999,44.93,Yes,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,
Mike Clark,Male,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379999,11.23,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Brett Shipp,Male,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,16.34,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Colin Allred,Male,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-4.98,38.43,Yes,Nonwhite,No,No,No,No,No,Yes,Yes,No,Yes,,,,,,,,,,
Ed Meier,Male,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,13.7,No,White,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,
George Rodriguez,Male,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,7.5900002,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Lillian Salerno,Female,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,None,-4.98,18.35,No,White,No,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,
Ron Marshall,Male,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,3.24,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,,,,,,
Todd Maternowski,Male,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,2.3599999,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Dayna Steele,Female,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-49.509998,72,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,Yes,,,
Jon Powell,Male,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,None,-49.509998,28,No,White,No,No,Yes,No,Yes,No,,,,,,,No,,,No,,,
Catherine Krantz,Female,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-55.029999,68.620003,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Lander Bethel,Male,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,None,-55.029999,31.379999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Dan Wood,Male,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.360001,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Jana Lynne Sanchez,Female,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-16.030001,36.900002,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,
John Duncan,Male,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,13.52,No,White,No,Yes,No,No,No,No,,,,,,,No,,,,,,
Justin Snider,Male,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,6.8499999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Levii Shocklee,Male,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,5.7800002,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,
Ruby Faye Woolridge,Female,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,-16.030001,36.950001,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,
Alex Triantaphyllis,Male,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,15.73,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Ivan Sanchez,Male,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,5.6900001,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
James Cargas,Male,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,1.96,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Jason Westin,Male,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,19.16,No,White,No,No,No,No,Yes,No,,No,,,,,No,No,,,No,,
Joshua Butler,Male,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,3.77,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Laura Moser,Female,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,None,-6.8099999,24.34,No,White,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,Yes,,
Lizzie Pannill Fletcher,Female,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-6.8099999,29.360001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,No,,,No,,
Steven David,Male,TX,U.S. House Texas District 8,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-52.959999,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Beto O'Rourke,Male,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Advanced,None,On the Ballot,-13.23,61.810001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,Yes,,,
Edward Kimbrough,Male,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,14.47,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,No,,,
Sema Hernandez,Female,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,23.719999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,
Kurt Weiland,Male,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,None,-37.259998,43.150002,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Lee Castillo,Male,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-37.259998,56.849998,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,,,,,,,
Shireen Ghorbani,Female,UT,U.S. House Utah District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-22.73,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
James Singer,Male,UT,U.S. House Utah District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-35.16,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Ben McAdams,Male,UT,U.S. House Utah District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-16.809999,100,Yes,White,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,
Jenny Wilson,Female,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Advanced,None,On the Ballot,-28.1,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Edwin Santana,Male,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,32.900002,No,Nonwhite,Yes,No,No,No,No,No,,,No,,,,Yes,,,,,,
John Suddarth,Male,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,27.129999,No,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,,,,,,
Vangie Williams,Female,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-14.81,39.970001,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,,,,,,
Alison Kiehl Friedman,Female,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,22.959999,No,White,No,No,No,Yes,No,Yes,,,Yes,,,,No,,,,,No,
Dan Helmer,Male,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,
Jennifer Wexton,Female,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,On the Ballot,4.6900001,41.889999,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,No,
Julia Biggins,Female,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,2.8299999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,No,
Lindsey Davis Stover,Female,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,16.02,No,White,No,No,No,No,No,Yes,,,Yes,,,,No,,,,,No,
Paul Pelletier,Male,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,3.76,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,
Elaine Luria,Female,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-5.6599998,62.330002,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,No,Yes,
Karen Mallard,Female,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,None,-5.6599998,37.669998,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,Yes,No,
Leslie Cockburn,Female,VA,U.S. House Virginia District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-12.51,100,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,
Charlotte Moore,Female,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,18.450001,No,White,No,No,Yes,No,No,No,,,No,,,,No,,,,,,
Jennifer Lewis,Female,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-25.959999,47.669998,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Peter Volosin,Male,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,27.190001,No,White,No,Yes,No,No,Yes,No,,,No,,,,No,,,,,,
Sergio Coppola,Male,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,6.6799998,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Abigail Spanberger,Female,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-10.03,72.68,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,,,,,,No,
Dan Ward,Male,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Lost,None,None,-10.03,27.32,No,White,Yes,No,No,No,No,No,,No,Yes,,,,,,,,,Yes,
Anthony Flaccavento,Male,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-40.709999,78.639999,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Justin Santopietro,Male,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Lost,None,None,-40.709999,21.360001,No,White,No,No,No,No,No,No,,,,,,,No,,,,,,
Carolyn Long,Female,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-8.5100002,,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,No,No,,Yes,,,
David McDevitt,Male,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,Yes,No,No,Yes,No,No,,No,No,,,,No,No,,No,,,
Dorothy Gasque,Female,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,Yes,No,No,No,Yes,No,,No,No,,,,Yes,Yes,,No,,,
Martin Hash,Male,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,No,No,No,No,Yes,No,,No,No,,,,No,No,,No,,,
Christine Brown,Female,WA,U.S. House Washington District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-25.08,,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Lisa Brown,Female,WA,U.S. House Washington District 5,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-14.81,,Yes,White,No,No,Yes,No,No,No,Yes,Yes,Yes,,,,,,,Yes,,,
Jason Rittereiser,Male,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,No,No,No,,No,Yes,,,,Yes,,,Yes,,,
Kim Schrier,Female,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,0.12,,Yes,White,No,No,No,No,Yes,No,,Yes,Yes,,,,No,,,No,,,
Shannon Hader,Female,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,Yes,Yes,No,,No,Yes,,,,No,,,No,,,
Thomas Cramer,Male,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,No,No,No,,No,No,,,,No,,,No,,,
Kendra Fershee,Female,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-40.41,47.240002,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Ralph Baxter,Male,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,None,-40.41,38.119999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Tom Payne,Male,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,None,-40.41,14.64,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Aaron Scheinberg,Male,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Lost,None,None,-35.330002,37.43,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,
Talley Sergent,Female,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-35.330002,62.57,Yes,White,No,No,No,No,No,Yes,,,,,,,,,,,,No,
Janice Hagerman,Female,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,7.2399998,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
Paul Davis,Male,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,15.96,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
Richard Ojeda,Male,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-47.48,52.16,Yes,Nonwhite,Yes,No,Yes,No,No,No,,,,,,,,,,,Yes,Yes,
Shirley Love,Female,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,24.639999,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
